price,title,location,address,description,bedrooms,bathrooms,parking,size,url,image_url
KSh 19 800 000,3 Bedroom Apartment / Flat,Westlands,"Brookside Dr Spring Valley, Westlands, Nairobi","-2 bedrooms master  (126sqm)Kes 14.5M
-3 bedroom plus dsq (172sqm) Kes 19.8m
-3 bedroom",3,3,2,172 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-115802968,https://images.prop24.com/m4dium4emewiwlqmuoaqweqq3u/Crop600x400
KSh 6 000 000,1 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi","APARTMENT AREA & *PRICING:
•	One-bedroom Apartment (60SQM) – Ksh. 6M
•	One-bedroom",1,N/A,N/A,60 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kilimani-115777639,https://images.prop24.com/rjndbyomju257yz3ceix3q2ycu/Crop600x400
KSh 105 000 000,4 Bedroom House,Lower Kabete,"Lower Kabete Nairobi, Lower Kabete, Nairobi","For Sale: Elegant 4-Bedroom Contemporary Home in Lower Kabete

Welcome to this stunning",4,4,4,0.5 acres,https://www.property24.co.ke/4-bedroom-house-for-sale-in-lower-kabete-115723683,https://images.prop24.com/4u6vi43s2hgw6pryxx7cy2myce/Crop600x400
KSh 97 000 000,5 Bedroom House,Spring Valley,"Spring Valley Nairobi, Spring Valley, Nairobi",Located in Spring valley on Peponi rd 5bedrooms all ensuite townhouse for sale in good,5,5,3,700 m²,https://www.property24.co.ke/5-bedroom-house-for-sale-in-spring-valley-115723420,https://images.prop24.com/vcwr43ejwi2owoecffypq6ku4u/Crop600x400
KSh 22 500 000,3 Bedroom Apartment / Flat,Kilimani,"Kilimani Estate Kilimani, Kilimani, Nairobi",THREE BEDROOM ALL ENSUITE PLUS DSQ APARTMENT ON SALE IN KILIMANI UNDER,3,4,2,201 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-115826822,https://images.prop24.com/k735hfhvvy3pi5y3xkl5cqav7y/Crop600x400
KSh 85 000 000,4 Bedroom Townhouse,Karen,"Karen Karen, Karen, Nairobi","A great four-bedroom all ensuite home (plus dsq), sitting on half-acre, in a gated",4,4,N/A,0.5 acres,https://www.property24.co.ke/4-bedroom-townhouse-for-sale-in-karen-115739518,https://images.prop24.com/tbtzhaoxgp2rbxhkkmfzvctv2q/Crop600x400
KSh 7 500 000,1 Bedroom Apartment / Flat,Westlands,"Westlands, Westlands, Nairobi","Discover the Ultimate Urban Retreat in the Heart of Westlands
These luxury 1 & 2-bedroom",1,1,1,112 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-115827035,https://images.prop24.com/ddmtvxiqpt74jgia7fmmjqbjhy/Crop600x400
KSh 130 000 000,5 Bedroom Townhouse,Karen,"Karen Hardy Langata, Karen, Nairobi","Purchase price Kes 130M* (per unit) – *Owner is open to slight negotiation
The 5-bedroomed",5,5,N/A,0.7 acres,https://www.property24.co.ke/5-bedroom-townhouse-for-sale-in-karen-115785853,https://images.prop24.com/3u7ouhvxvosseituaa3cijxcie/Crop600x400
KSh 30 000 000,4 Bedroom Apartment / Flat,Kileleshwa,"PQFV+RM9 Kileleshwa, Kileleshwa, Nairobi","FOUR BEDROOM ALL ENSUITE PLUS DSQ APARTMENT ON SALE IN KILELESHWA, KASUKU CENTER UNDER",4,5,2,272 m²,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kileleshwa-115787083,https://images.prop24.com/zxcieiv2v2itxxnqzm6ireoveu/Crop600x400
KSh 38 000 000,3 Bedroom Apartment / Flat,Westlands,"Westlands, Westlands, Nairobi","Welcome to your dream home! This exquisite 3-bedroom property, located in one of the most",3,3,2,150 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-115788565,https://images.prop24.com/j23jdez5rtgumfdckzt6a4626a/Crop600x400
KSh 19 000 000,4 Bedroom Townhouse,Syokimau,"Syokimau Nairobi, Syokimau, Nairobi","Located in a serene and well secured area within the rapidly growing suburb of Syokimau,",4,4,3,270 m²,https://www.property24.co.ke/4-bedroom-townhouse-for-sale-in-syokimau-115802327,https://images.prop24.com/2ih6pqtb333sfyjgnfr2am2s3e/Crop600x400
KSh 13 000 000,2 Bedroom Apartment / Flat,Kilimani,"Turbo Rd Kilimani, Kilimani, Nairobi","Serene Manor Surrounded by beautiful and tranquil surroundings, it offers",2,2,1,110 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-115770065,https://images.prop24.com/gmnyupraufdi5y3le5deox3fda/Crop600x400
KSh 34 000 000,4 Bedroom Apartment / Flat,Westlands,"Westlands, Westlands, Nairobi","Unit Options:
•	4 Bedroom All Ensuite (256 Sqm) – Starting from KSh 34M
•	4 Bedroom All",4,4,2,256 m²,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-westlands-115778012,https://images.prop24.com/mbrx4xt5xfk3uhqr4ez67dnkqa/Crop600x400
KSh 17 500 000,5 Bedroom Townhouse,Syokimau,"Community Rd Syokimau, Syokimau, Nairobi","FIVE BEDROOM DUPLEX MASTER ENSUITE MAISONETTE ON SALE IN SYOKIMAU

For sale: A Modern",5,3,3,300 m²,https://www.property24.co.ke/5-bedroom-townhouse-for-sale-in-syokimau-115737180,https://images.prop24.com/6zkg57zhh34ccsmqoviyvzbjkq/Crop600x400
KSh 60 000 000,5 Bedroom House,Spring Valley,"Spring Valley Nairobi, Spring Valley, Nairobi","5 bedroom House located in the leafy suburbs of Spring Valley

Contemporary 5 bedroom",5,5,2,0.12 acres,https://www.property24.co.ke/5-bedroom-house-for-sale-in-spring-valley-115745728,https://images.prop24.com/2zs3ekbopxxsvoxfmhbcttdnua/Crop600x400
KSh 8 500 000,2 Bedroom Apartment / Flat,Lavington,"Othaya Rd Nairobi, Lavington, Nairobi",An ideal investment  located in the  heart of Kileleshwa off othaya road with close,2,2,2,86 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-lavington-115802775,https://images.prop24.com/a5mixu6ktmrmzrevxll3nop7du/Crop600x400
KSh 12 600 000,3 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi","Strategically located at the heart of Kilimani, these spacious and naturally lit ready",3,2,1,120 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-115759022,https://images.prop24.com/oqvg7vun4flzkua2e2iuscrqbu/Crop600x400
KSh 20 000 000,4 Bedroom House,Runda,"Kiambu Road, Runda, Nairobi","Nestled along the serene Kiambu Road, Serenity Villas is a modern residential development",4,5,6,0.13 acres,https://www.property24.co.ke/4-bedroom-house-for-sale-in-runda-115725116,https://images.prop24.com/vrqrwsftum2rpto7o6b6ojezqe/Crop600x400
KSh 24 000 000,4 Bedroom Apartment / Flat,Kileleshwa,"Address: Comfy Apartments Githunguri Rd, Kileleshwa, Nairobi","FOR SALE: 4 BEDROOMS ALL EN-SUITE + DSQ
Call/WhatsApp: +254 721 514314
Location:",4,5.5,2,272 m²,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kileleshwa-115676509,https://images.prop24.com/5ca3dmjo5iqf52jfskmrqisfgi/Crop600x400
KSh 22 000 000,4 Bedroom Apartment / Flat,Kileleshwa,"Othaya Rd Kileleshwa, Kileleshwa, Nairobi","For sale : 4 bedroom apartments all en-suite + dsq
VENUS OAK is located in Kileleshwa",4,5.5,2,230 m²,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kileleshwa-115675066,https://images.prop24.com/5p4hlz6smm64yi2iyuoiyir5re/Crop600x400
KSh 194 250,1 Bedroom House,Peponi,"Peponi Rd Nairobi, Peponi, Nairobi","Charming Fully Furnished One-Bedroom Cottage in the Affluent Westlands Area
Nestled in the",1,1,N/A,N/A,https://www.property24.co.ke/1-bedroom-house-for-sale-in-peponi-115760454,https://images.prop24.com/vcadvghayksr5kbkycxjlgfxve/Crop600x400
KSh 12 000 000,2 Bedroom Apartment / Flat,Kilimani,"Turbo Rd Kilimani, Kilimani, Nairobi","Serene Manor Surrounded by beautiful and tranquil surroundings, it offers",2,3,1,102 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-115770075,https://images.prop24.com/gooip5tcfd55vjnbegxpqqscry/Crop600x400
KSh 12 000 000,2 Bedroom Apartment / Flat,Kilimani,"Turbo Rd Kilimani, Kilimani, Nairobi","Serene Manor Surrounded by beautiful and tranquil surroundings, it offers",2,2,1,98 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-115770076,https://images.prop24.com/gmnyupraufdi5y3le5deox3fda/Crop600x400
KSh 9 500 000,2 Bedroom Apartment / Flat,Kilimani,"Turbo Rd Kilimani, Kilimani, Nairobi","Serene Manor Surrounded by beautiful and tranquil surroundings, it offers",2,2,1,80 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-115770069,https://images.prop24.com/33glb7kkhdgl5x66o452mlcd4y/Crop600x400
KSh 12 500 000,2 Bedroom Apartment / Flat,Kilimani,"Turbo Rd Kilimani, Kilimani, Nairobi","Serene Manor Surrounded by beautiful and tranquil surroundings, it offers",2,2,1,105 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-115770067,https://images.prop24.com/4e3x2fynbcmsdjfyjm7oqfheyi/Crop600x400
KSh 130 000 000,5 Bedroom Townhouse,Kitisuru,"Kitisuru Nairobi, Kitisuru, Nairobi",Situated in one of the most sort location in kitusuru is this beautiful 5 bedroom townhouse,5,5,5,400 m²,https://www.property24.co.ke/5-bedroom-townhouse-for-sale-in-kitisuru-101757338,https://images.prop24.com/agpvpq5jlvzzumldrkp2imswcy/Crop600x400
KSh 105 000 000,5 Bedroom House,Lavington,"Lavington Kileleshwa, Lavington, Nairobi","JUST LISTED

If you’re searching for the perfect family home, this villa provides",5,5,3,0.12 acres,https://www.property24.co.ke/5-bedroom-house-for-sale-in-lavington-115730457,https://images.prop24.com/i3szvkl3yxsa7bz6pzysy67vja/Crop600x400
KSh 13 500 000,2 Bedroom Apartment / Flat,Kilimani,"Turbo Rd Kilimani, Kilimani, Nairobi","Serene Manor Surrounded by beautiful and tranquil surroundings, it offers",2,3,1,128 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-115770060,https://images.prop24.com/fffaedlx3sry34hs3firxikb5u/Crop600x400
KSh 160 000 000,4 Bedroom House,Runda,"Runda Kitisuru, Runda, Nairobi","Runda
Pan African insurance avenue
Gated Community of only 8
Each on half",4,4,4,0.5 acres,https://www.property24.co.ke/4-bedroom-house-for-sale-in-runda-115753155,https://images.prop24.com/mezooft2x6k5s3yx4zar2oa7zu/Crop600x400
KSh 125 000 000,5 Bedroom House,Kitisuru,"Kitisuru Nairobi, Kitisuru, Nairobi",This stunning villa is situated in a gated community consisting of 4 units in Kitisuru. The,5,5,4,0.12 acres,https://www.property24.co.ke/5-bedroom-house-for-sale-in-kitisuru-115724902,https://images.prop24.com/blxlnkqog3ubxjn5pgyjbexxqu/Crop600x400
KSh 25 000 000,2 Bedroom Apartment / Flat,Parklands,"Parklands Nairobi, Parklands, Nairobi",Experience upscale living in this sophisticated 2-bedroom apartment located in the vibrant,2,2,2,100 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-parklands-115788541,https://images.prop24.com/xz7oss4k74j4kpv66ibtwyqnnm/Crop600x400
KSh 7 500 000,1 Bedroom Apartment / Flat,Westlands,"Westlands, Westlands, Nairobi","Experience modern urban living with these elegantly designed 1- and 2-bedroom apartments,",1,1,1,88 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-115813930,https://images.prop24.com/ddmtvxiqpt74jgia7fmmjqbjhy/Crop600x400
KSh 300 000 000,6 Bedroom House,Runda,"Runda Kitisuru, Runda, Nairobi","Luxurious 6 bedroom house for sale in Runda
Find tranquility in this luxurious 6 bedroom",6,6,8,0.5 acres,https://www.property24.co.ke/6-bedroom-house-for-sale-in-runda-115723793,https://images.prop24.com/lppstguudg4tt5jnhoenvephla/Crop600x400
KSh 130 000 000,5 Bedroom Townhouse,Kitisuru,"Kitisuru Nairobi, Kitisuru, Nairobi",Situated in one of the most sort location in kitusuru is this beautiful 5 bedroom townhouse,5,5,5,400 m²,https://www.property24.co.ke/5-bedroom-townhouse-for-sale-in-kitisuru-115734913,https://images.prop24.com/agpvpq5jlvzzumldrkp2imswcy/Crop600x400
KSh 7 000 000,2 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi","Payment plan: 30% deposit, balance spread over the remaining construction period up to Dec.",2,2,2,70 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-115797561,https://images.prop24.com/e2songoaaddoxv2rbz7a2oo7g4/Crop600x400
KSh 125 000 000,Vacant Land / Plot,Kitisuru,"Kitisuru Nairobi, Kitisuru, Nairobi","0.5 And 1 Acre Vacant Plots For Sale
Tate Close, Old Kitisuru Road

Asking Sale",N/A,N/A,N/A,1 acres,https://www.property24.co.ke/vacant-land-plot-for-sale-in-kitisuru-115731109,https://images.prop24.com/3eihjwc2pexqsuktbfduiyvvsu/Crop600x400
KSh 90 000 000,4 Bedroom House,Loresho,"Loresho Nairobi, Loresho, Nairobi","Sitting on 1/2 acre within a gated community, with lots of greenery.

All bedrooms",4,4,3,0.5 acres,https://www.property24.co.ke/4-bedroom-house-for-sale-in-loresho-115824030,https://images.prop24.com/qdodg37sknhashgwrufrh2hqoa/Crop600x400
KSh 26 390 000,3 Bedroom Apartment / Flat,Westlands,"Ring Rd Westlands Ln Nairobi, Westlands, Nairobi","THREE BEDROOM PLUS DSQ APARTMENT ON SALE IN WESTLANDS UNDER CONSTRUCTION

AVAILABLE FOR",3,4,2,203 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-115749789,https://images.prop24.com/nkjfn24qqrgsgmzu6y4t4f3ice/Crop600x400
KSh 28 390 000,3 Bedroom Apartment / Flat,Westlands,"Ring Rd Westlands Ln Nairobi, Westlands, Nairobi","THREE BEDROOM PLUS DSQ APARTMENT ON SALE IN WESTLANDS UNDER CONSTRUCTION

AVAILABLE FOR",3,4,2,203 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-115749785,https://images.prop24.com/nkjfn24qqrgsgmzu6y4t4f3ice/Crop600x400
KSh 12 600 000,3 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi","Coming with open American fitted kitchen plan, this flats has the best prices in the market",3,3,2,120 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-101757778,https://images.prop24.com/bseatp6mnlcngmh2pg6tyzuqn4/Crop600x400
KSh 7 800 000,1 Bedroom Apartment / Flat,Westlands,"Westlands Highridge, Westlands, Nairobi","Nestled in the heart of Westlands, the apartments are more than just a home—The Apartments",1,N/A,N/A,55 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-115746884,https://images.prop24.com/d7tp3qwigyjkutg6is46xslrke/Crop600x400
KSh 7 800 000,1 Bedroom Apartment / Flat,Westlands,"Westlands Highridge, Westlands, Nairobi","Nestled in the heart of Westlands, the apartments are more than just a home—The Apartments",1,N/A,N/A,57 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-115746869,https://images.prop24.com/d7tp3qwigyjkutg6is46xslrke/Crop600x400
KSh 7 800 000,1 Bedroom Apartment / Flat,Westlands,"Westlands Highridge, Westlands, Nairobi","Nestled in the heart of Westlands, the apartments are more than just a home—The Apartments",1,N/A,N/A,70 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-115746838,https://images.prop24.com/d7tp3qwigyjkutg6is46xslrke/Crop600x400
KSh 109 000 000,4 Bedroom House,Loresho,"Loresho Nairobi, Loresho, Nairobi","4 Bedroom Villas for Sale in Loresho
A luxe life space that comprises of super-premium",4,4,3,0.12 acres,https://www.property24.co.ke/4-bedroom-house-for-sale-in-loresho-115723459,https://images.prop24.com/fcswpqlxgjqaapauc5jkj656va/Crop600x400
KSh 11 500 000,2 Bedroom Apartment / Flat,Lavington,"Lavington Kileleshwa, Lavington, Nairobi","1 Bedroom from KES 7.8M
2 Bedroom from KES 11.5M
BIG 2 Bedroom from KES 13

Indulge in",2,2,2,110 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-lavington-115809447,https://images.prop24.com/sukgnark75k2zkisuydvdwfhui/Crop600x400
KSh 85 000,2 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi","Brand new apartments to let in Lavington

-1 bedrooms (65 sqm) – KSH 85,000
-2 bedrooms",2,2,2,65 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-115809412,https://images.prop24.com/sukgnark75k2zkisuydvdwfhui/Crop600x400
KSh 7 000 000,2 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi","Payment plan: 30% deposit, balance spread over the remaining construction period up to Dec.",2,2,2,70 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-115809335,https://images.prop24.com/e2songoaaddoxv2rbz7a2oo7g4/Crop600x400
KSh 8 600 000,2 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi",An ideal investment  for investors  in the heart of Kilimani with close proximity to school,2,2,2,87 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-115809229,https://images.prop24.com/7fkb77b7o3ggt4jkeh5hroloqm/Crop600x400
KSh 12 600 000,3 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi","Coming with open American fitted kitchen plan, this flats has the best prices in the market",3,3,2,120 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-115809207,https://images.prop24.com/bseatp6mnlcngmh2pg6tyzuqn4/Crop600x400
KSh 5 700 000,1 Bedroom Apartment / Flat,Lavington,"Lavington Kileleshwa, Lavington, Nairobi",On-going new project in located in Kileleshwa. Boasts of convenience and most  ideal for,1,1,1,45 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-lavington-115808674,https://images.prop24.com/tir4axaf2lyredfhoyl3k5kirm/Crop600x400
KSh 12 000 000,2 Bedroom Apartment / Flat,Westlands,"PRH5+FFQ Nairobi, Westlands, Nairobi",This gem is located in Westlands just walking distance  from GTC and Jw Marriott hotel.,2,2,2,93 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-115808543,https://images.prop24.com/dz5nnyh4wptl5aftf326latv5u/Crop600x400
KSh 65 000 000,5 Bedroom Townhouse,Lavington,"Chalbi Dr Maziwa, Lavington, Nairobi",Chalbi Casa Smart Court 5 Bedroom All Ensuite Villa for sale in Chalbi Drive,5,6.5,3,450 m²,https://www.property24.co.ke/5-bedroom-townhouse-for-sale-in-lavington-115749797,https://images.prop24.com/ftkgtg6bx4ovqq6jh773pj426y/Crop600x400
KSh 59 000 000,4 Bedroom House,Westlands,"Westlands Highridge, Westlands, Nairobi","4 bedroom townhouse in spring valley/westlands for sale

Features
.All en suite 4",4,6,4,0.12 acres,https://www.property24.co.ke/4-bedroom-house-for-sale-in-westlands-115724563,https://images.prop24.com/lnceolqwkvbmbskcf7lm2y2lqq/Crop600x400
KSh 12 000 000,3 Bedroom Apartment / Flat,Kileleshwa,"Nyeri Rd Kileleshwa, Kileleshwa, Nairobi","FOR SALE: 2, 3 & 3+Dsq APARTMENTS.
CALL/WHATSAPP: +254 721 514314
Amenities:
4",3,3,1,130 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kileleshwa-115675636,https://images.prop24.com/3dwzz6hgyyo7ywnipqcx5zih5y/Crop600x400
KSh 14 279 000,3 Bedroom Apartment / Flat,Westlands,"335 Rhapta Road, Westlands, Nairobi","FOR SALE: 1, 2, & 3 BEDROOM APARTMENTS IN WESTLANDS

1 bedroom of size 71sqmt price from",3,4.5,2,131 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-115779096,https://images.prop24.com/o563nzmg3os65bkk3xsrjpgbuq/Crop600x400
KSh 7 854 132,Apartment / Flat,Mombasa Rd,"Mombasa Road Nairobi, Mombasa Rd, Nairobi","Discover the perfect blend of comfort, convenience, and modern living with this fully",N/A,1,2,33 m²,https://www.property24.co.ke/apartment-flat-for-sale-in-mombasa-rd-115779412,https://images.prop24.com/5p4gxhwxivfikruqefcphky4jm/Crop600x400
KSh 18 900 000,2 Bedroom Apartment / Flat,Westlands,"Westlands Highridge, Westlands, Nairobi","Skyline Westland is coming 
Facilities and Features
• Heated swimming pool (Rooftop",2,3,3,130 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-115739612,https://images.prop24.com/k7h2zie7yuixjwoq62bjo6hpty/Crop600x400
KSh 7 000 000,1 Bedroom Apartment / Flat,Kilimani,"George Padmore Road Kilimani, Kilimani, Nairobi","1 Bedroom Apartment ready for occupation
Spacious lounge
Kitchen fitted with",1,1,1,65 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kilimani-115726493,https://images.prop24.com/yyvxh4dkfwnjhowfitpiagq6ra/Crop600x400
KSh 7 200 000,1 Bedroom Apartment / Flat,Kileleshwa,"43 Othaya Rd, Kileleshwa, Nairobi","FOR SALE: 1- & 2-BEDROOM APARTMENTS
CALL /WHATSAPP: +254 721 514314
High-end projects are",1,1,1,66 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kileleshwa-115704856,https://images.prop24.com/7jonoxwaj4ffa3olvnaiobytya/Crop600x400
KSh 15 500 000,3 Bedroom Apartment / Flat,Kileleshwa,"Nyeri Rd Kileleshwa, Kileleshwa, Nairobi","FOR SALE: 2, 3 & 3+Dsq APARTMENTS.
CALL/WHATSAPP: +254 721 514314
Amenities:
4",3,4.5,2,160 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kileleshwa-115675564,https://images.prop24.com/3dwzz6hgyyo7ywnipqcx5zih5y/Crop600x400
KSh 9 600 000,1 Bedroom Apartment / Flat,Westlands,"Westlands, Westlands, Nairobi","Experience the pinnacle of urban luxury withlocated in the heart of Westlands, Nairobi.",1,2,2,80 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-115764428,https://images.prop24.com/g3dir7wr2qsaqg55gynqtu3f3y/Crop600x400
KSh 90 000 000,4 Bedroom House,Loresho,"Loresho Nairobi, Loresho, Nairobi","LORESHO - A lovely 4 bedroom bungalow on 1/2 acre within a gated community, with lots of",4,4,2,0.5 acres,https://www.property24.co.ke/4-bedroom-house-for-sale-in-loresho-115768675,https://images.prop24.com/smoukn5m3o46drt7l27qzyib2q/Crop600x400
KSh 15 340 000,2 Bedroom Apartment / Flat,Westlands,"Ring Rd Westlands Ln Nairobi, Westlands, Nairobi",TWO BEDROOM APARTMENT PLUS DSQ APARTMENT ON SALE IN WESTLANDS UNDER,2,2,1,118 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-115762099,https://images.prop24.com/nkjfn24qqrgsgmzu6y4t4f3ice/Crop600x400
KSh 17 340 000,2 Bedroom Apartment / Flat,Westlands,"Ring Rd Westlands Ln Nairobi, Westlands, Nairobi",TWO BEDROOM APARTMENT PLUS DSQ APARTMENT ON SALE IN WESTLANDS UNDER,2,2,1,118 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-115762092,https://images.prop24.com/nkjfn24qqrgsgmzu6y4t4f3ice/Crop600x400
KSh 25 000 000,3 Bedroom Apartment / Flat,Riverside,"Riverside Nairobi, Riverside, Nairobi","Step into luxury with this exquisite 3-bedroom apartment, located in the prestigious",3,3,2,150 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-riverside-115766296,https://images.prop24.com/raq42fu3dt65ndyc7gjkygodsu/Crop600x400
KSh 220 000,4 Bedroom House,Garden Estate,"Garden Estate Roysambu, Garden Estate, Nairobi","Exclusive Gated Community with 4 Houses
Features
Spacious 4-Bedroom Maisonette
Expansive",4,4,N/A,N/A,https://www.property24.co.ke/4-bedroom-house-for-sale-in-garden-estate-115773357,https://images.prop24.com/iqftewnbpzhtcxygljh2eac5pi/Crop600x400
KSh 6 800 000,1 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi","This 17-floor development offers 1, 2, and 3-bedroom apartments for sale.

Located just",1,1,1,65 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kilimani-115797548,https://images.prop24.com/ddxut2axzfhnhado54mpysma4a/Crop600x400
KSh 115 000 000,5 Bedroom House,Nyari,"Nyari Kitisuru, Nyari, Nairobi",This stunning five-bedroom residence boasts a luxurious and functional design across two,5,5,4,1 acres,https://www.property24.co.ke/5-bedroom-house-for-sale-in-nyari-115725157,https://images.prop24.com/4urchhym5hso2mloloi2sqygwe/Crop600x400
KSh 10 180 000,2 Bedroom Apartment / Flat,Lavington,"King'ara Road, Lavington, Nairobi","Amber Bay is an upcoming project, located in Lavington, Nairobi along Kingara road with",2,2,2,97 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-lavington-115758580,https://images.prop24.com/b3rb2ahehazu2q5jtd2xmbk5ce/Crop600x400
KSh 8 800 000,1 Bedroom Apartment / Flat,Westlands,"Mogotio Rd Nairobi, Westlands, Nairobi","FOR SALE: 1, 2 & 3 BEDROOM APARTMENTS
CALL/WHATSAPP: +254721514314
Strategically",1,1,1,78 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-115763874,https://images.prop24.com/tgne27vadno2txjc2x6lysf5nq/Crop600x400
KSh 9 200 000,2 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi","APARTMENT AREA & *PRICING:
•	One-bedroom Apartment (60SQM) – Ksh. 6M
•	One-bedroom",2,N/A,N/A,105 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-115746687,https://images.prop24.com/rvzlyh4gj6x7ro764gr2ryvr2u/Crop600x400
KSh 5 190 000,1 Bedroom Apartment / Flat,Lavington,"King'ara Road, Lavington, Nairobi","Amber Bay is an upcoming project, located in Lavington, Nairobi along Kingara road with",1,1,1,48 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-lavington-115758531,https://images.prop24.com/4yo52tpmcqyeyl5tzi7sqbsjhy/Crop600x400
KSh 7 000 000,1 Bedroom Apartment / Flat,Kilimani,"George Padmore Road Kilimani, Kilimani, Nairobi","1 Bedroom Apartment ready for occupation
Spacious lounge
Kitchen fitted with",1,1,1,65 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kilimani-101756211,https://images.prop24.com/yyvxh4dkfwnjhowfitpiagq6ra/Crop600x400
KSh 9 000 000,2 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi","Strategically located at the heart of Kilimani, these spacious and naturally lit one and",2,2,1,106 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-115755960,https://images.prop24.com/4traimdle2qctkekydsajcna6a/Crop600x400
KSh 26 500 000,3 Bedroom Apartment / Flat,Westlands,"33 Rhapta Road, Westlands, Nairobi","THREE BEDROOM ALL ENSUITE PLUS DSQ APARTMENT FOR SALE IN WESTLANDS RHAPTA ROAD

For Sale",3,3,2,260 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-115759120,https://images.prop24.com/fjtxooe5iysbssra4m7m6vzuwe/Crop600x400
